version,build,date,bullet_text,patch_id,bullet_idx_in_patch,bullet_id
2.5.0,69713,"December 11, 2025",Damage Reduction from Enemies affected by Blood Skills replaced with Intelligence affix.,2.5.0_69713,464,2.5.0_69713_464
2.5.0,69713,"December 11, 2025",Inherent Blood Wave Fortifies affix removed.,2.5.0_69713,465,2.5.0_69713_465
2.5.0,69713,"December 11, 2025",Damage Reduction while Fortified affix replaced with Intelligence affix.,2.5.0_69713,466,2.5.0_69713_466
2.5.0,69713,"December 11, 2025",Previous: Blood Wave is additionally a Bone Skill. It spawns a Bone Prison at its end point and increases your Blood Skill damage by 20-40% for 8 seconds when Cast. All Bone Spears are additionally Blood Skills. Your Bone Spears consume a Corpse to launch another Bone Spear and drain 10% of your Maximum Life.,2.5.0_69713,467,2.5.0_69713_467
2.5.0,69713,"December 11, 2025",Now: Bone Spear deals 20-40% additional damage and is a Blood Skill. Casting Bone Spear will launch another Bone Spear if it can consume a nearby Corpse and 5% of your Maximum Life.,2.5.0_69713,468,2.5.0_69713_468
2.5.0,69713,"December 11, 2025",The Inherent affix where Bone Spear reduces Blood Wave's cooldown has been removed.,2.5.0_69713,469,2.5.0_69713_469
2.5.0,69713,"December 11, 2025",Damage Reduction while Injured affix replaced with Intelligence affix.,2.5.0_69713,470,2.5.0_69713_470
2.5.0,69713,"December 11, 2025",Maximum Life % affix replaced with Life.,2.5.0_69713,471,2.5.0_69713_471
2.5.0,69713,"December 11, 2025",Damage Reduction from Corrupted Enemies affix replaced with Intelligence.,2.5.0_69713,472,2.5.0_69713_472
2.5.0,69713,"December 11, 2025",Damage Reduction while you have a Barrier affix replaced with Cooldown Reduction.,2.5.0_69713,473,2.5.0_69713_473
2.5.0,69713,"December 11, 2025",Maximum Life % affix replaced with Intelligence.,2.5.0_69713,474,2.5.0_69713_474
2.5.0,69713,"December 11, 2025",Minions Chance to Fortify reduced from 15.5-20% to 5-7%.,2.5.0_69713,475,2.5.0_69713_475
2.5.0,69713,"December 11, 2025",Legendary Bonus now includes damage to Injured enemies.,2.5.0_69713,476,2.5.0_69713_476
2.5.0,69713,"December 11, 2025",Fortify reduced from 10% to 3% of Maximum Life.,2.5.0_69713,477,2.5.0_69713_477
2.5.0,69713,"December 11, 2025",Fortify reduced from 4% to 1% of Maximum Life.,2.5.0_69713,478,2.5.0_69713_478
2.5.0,69713,"December 11, 2025",Damage Reduction increased from 4% to 6%.,2.5.0_69713,479,2.5.0_69713_479
2.5.0,69713,"December 11, 2025",Duration increased from 4 to 8 seconds.,2.5.0_69713,480,2.5.0_69713_480
2.5.0,69713,"December 11, 2025","Previous: Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, gain unlimited Energy and 25%[+] Critical Strike Chance for 4 seconds.",2.5.0_69713,481,2.5.0_69713_481
2.5.0,69713,"December 11, 2025","Now: Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, restore 300 Energy, and gain 100% Energy Cost Reduction, 25%[+] Critical Strike Chance, and 25%[x] Critical Strike Damage.",2.5.0_69713,482,2.5.0_69713_482
2.5.0,69713,"December 11, 2025",Shadow Clone's copied skills will now more consistently target the initial target of the skill.,2.5.0_69713,483,2.5.0_69713_483
2.5.0,69713,"December 11, 2025",Dance of Knives damage increased by 30% per Combo Point spent.,2.5.0_69713,484,2.5.0_69713_484
2.5.0,69713,"December 11, 2025",Now restores 100 current Energy in your resource meter instead of fully restoring Energy when the effect is activated. Now restores 100 energy instead of full restoring.,2.5.0_69713,485,2.5.0_69713_485
2.5.0,69713,"December 11, 2025",Now can only consume up to 500 Energy.,2.5.0_69713,486,2.5.0_69713_486
2.5.0,69713,"December 11, 2025",Damage Reduction from Trapped Enemies affix replaced with Dexterity.,2.5.0_69713,487,2.5.0_69713_487
2.5.0,69713,"December 11, 2025",Damage Reduction from Trapped Enemies affix replaced with Dexterity.,2.5.0_69713,488,2.5.0_69713_488
2.5.0,69713,"December 11, 2025",Maximum Poison Resistance affix replaced with Dexterity.,2.5.0_69713,489,2.5.0_69713_489
2.5.0,69713,"December 11, 2025",Previous: You deal 50%[x] increased Critical Strike Damage to enemies affected by your Trap Skills.,2.5.0_69713,490,2.5.0_69713_490
2.5.0,69713,"December 11, 2025",Now: You deal 50%[x] increased Critical Strike Damage and Damage Over Time to enemies affected by your Trap Skills.,2.5.0_69713,491,2.5.0_69713_491
2.5.0,69713,"December 11, 2025",Damage increased from 35% to 90%.,2.5.0_69713,492,2.5.0_69713_492
2.5.0,69713,"December 11, 2025","Previous: Teleport deals 500% increased damage. It also forms Crackling Energy for each enemy it hits, up to 3.",2.5.0_69713,493,2.5.0_69713_493
2.5.0,69713,"December 11, 2025",Now: Teleport generates 3 Charges of Crackling Energy.,2.5.0_69713,494,2.5.0_69713_494
2.5.0,69713,"December 11, 2025","Previous: After Teleporting, you gain 30% Damage Reduction for 4 seconds.",2.5.0_69713,495,2.5.0_69713_495
2.5.0,69713,"December 11, 2025",Now: Teleport Dazes enemies at its end point for 1.5 seconds.,2.5.0_69713,496,2.5.0_69713_496
2.5.0,69713,"December 11, 2025",Chill amount reduced from 9% to 5%.,2.5.0_69713,497,2.5.0_69713_497
2.5.0,69713,"December 11, 2025","Previous: While Healthy, the explosion of Frozen Orb deals 45% increased damage.",2.5.0_69713,498,2.5.0_69713_498
2.5.0,69713,"December 11, 2025",Now: Frozen Orb's explosion deals 50% more damage.,2.5.0_69713,499,2.5.0_69713_499
2.5.0,69713,"December 11, 2025",Now restores 20 mana per enemy instead of 10% per enemy.,2.5.0_69713,500,2.5.0_69713_500
2.5.0,69713,"December 11, 2025",Now restores 200 mana instead of fully restoring mana when hitting a boss.,2.5.0_69713,501,2.5.0_69713_501
2.5.0,69713,"December 11, 2025","Previous: Gain a stacking bonus for each active Summon, up to 10 stacks: 2/4/6% Summon Damage, 2/4/6% Movement Speed, 4/8/12% Mana Regeneration.",2.5.0_69713,502,2.5.0_69713_502
2.5.0,69713,"December 11, 2025",Now: Gain 6/12/18% Summon Damage.,2.5.0_69713,503,2.5.0_69713_503
2.5.0,69713,"December 11, 2025",Changed from an Offensive to a Defensive Aspect.,2.5.0_69713,504,2.5.0_69713_504
2.5.0,69713,"December 11, 2025",Renamed to Aspect of Tenuous Survival.,2.5.0_69713,505,2.5.0_69713_505
2.5.0,69713,"December 11, 2025",Previous: Deal 30-50% increased damage while you have no Defensive Skills on your Action Bar.,2.5.0_69713,506,2.5.0_69713_506
2.5.0,69713,"December 11, 2025",Now: Gain 100-600 increased Armor and Heal 5% Maximum Life a second while you have no Defensive Skills on your Action Bar.,2.5.0_69713,507,2.5.0_69713_507
2.5.0,69713,"December 11, 2025",Previous: Gain 5-20% Movement Speed. This bonus is tripled if you haven't used a Defensive Skill in the last 8 seconds.,2.5.0_69713,508,2.5.0_69713_508
2.5.0,69713,"December 11, 2025",Now: Gain 20-80% Movement Speed. This bonus is removed for 10 seconds after you Cast any Defensive Skill.,2.5.0_69713,509,2.5.0_69713_509
2.5.0,69713,"December 11, 2025",Previous: Casting Ice Armor makes you Unstoppable and grants 25% Damage Reduction for 3.5-5.5 seconds.,2.5.0_69713,510,2.5.0_69713_510
2.5.0,69713,"December 11, 2025",Now: Ice Armor makes you Unstoppable and grants 200-400 Armor.,2.5.0_69713,511,2.5.0_69713_511
2.5.0,69713,"December 11, 2025","Previous: Gain the Flame Shield Enchantment for free. When Flame Shield activates, Meteorites fall around you dealing Fire damage.",2.5.0_69713,512,2.5.0_69713_512
2.5.0,69713,"December 11, 2025","Now: While Flame Shield is active, Meteorites cascade around you and deal Fire damage. Your Meteorites gain 2% Lucky Hit Chance.",2.5.0_69713,513,2.5.0_69713_513
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,514,2.5.0_69713_514
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,515,2.5.0_69713_515
2.5.0,69713,"December 11, 2025",Previous: Attacks reduce Evade's Cooldown by 1 second. Gain 1 Evade Charge.,2.5.0_69713,516,2.5.0_69713_516
2.5.0,69713,"December 11, 2025",Now: 55% Teleport Nova Size.,2.5.0_69713,517,2.5.0_69713_517
2.5.0,69713,"December 11, 2025",Previous: Gain the effect of the Teleport Enchantment for free. When you Evade using Teleport Enchantment you are taken to a random location.,2.5.0_69713,518,2.5.0_69713_518
2.5.0,69713,"December 11, 2025","Now: Each enemy hit by Teleport increases the damage by 5-15%|x| and reduces the Cooldown by 0.5 seconds of the next cast. Casting Teleport grants a stack of Galvanization, increasing its damage by 30-50% for 8 seconds. Becoming Injured Teleports you to a random location.",2.5.0_69713,519,2.5.0_69713_519
2.5.0,69713,"December 11, 2025",Ranks of Primordial Binding changed to 2-4 Skill Ranks of Frozen Orb.,2.5.0_69713,520,2.5.0_69713_520
2.5.0,69713,"December 11, 2025",Previous: Casting Frozen Orb has a 35-65% chance to spawn a random Conjuration on your Action Bar when it explodes. Lucky Hit: Your Conjurations have up to a 50-90% chance to launch a Frozen Orb at Nearby enemies.,2.5.0_69713,521,2.5.0_69713_521
2.5.0,69713,"December 11, 2025",Now: Frozen Orbs deal 4-8% more damage per active Summon and have a 65% chance to create a random Conjuration when Cast. Lucky Hit: Your Summons have up to a 90% chance to launch a Frozen Orb at a Nearby enemy.,2.5.0_69713,522,2.5.0_69713_522
2.5.0,69713,"December 11, 2025","Previous: After using Teleport, Close enemies are Pulled to you and Stunned for 2-3 seconds, but Teleport's Cooldown is increased by 20%.",2.5.0_69713,523,2.5.0_69713_523
2.5.0,69713,"December 11, 2025","Now: After Casting Teleport, Close enemies are Pulled Inwards and it has a 10-30% chance to reset from each enemy it kills.",2.5.0_69713,524,2.5.0_69713_524
2.5.0,69713,"December 11, 2025",Resource Generation and Maximum affix replaced with Resource Generation.,2.5.0_69713,525,2.5.0_69713_525
2.5.0,69713,"December 11, 2025",Damage Reduction affix replaced with Intelligence affix.,2.5.0_69713,526,2.5.0_69713_526
2.5.0,69713,"December 11, 2025",Damage Reduction for each Active Ball Lightning affix replaced with Intelligence.,2.5.0_69713,527,2.5.0_69713_527
2.5.0,69713,"December 11, 2025",Damage Reduction per Crackling Energy charge affix replaced with Cooldown Reduction affix.,2.5.0_69713,528,2.5.0_69713_528
2.5.0,69713,"December 11, 2025",Inherent Maximum Cold Resistance affix removed.,2.5.0_69713,529,2.5.0_69713_529
2.5.0,69713,"December 11, 2025",Inherent Cold Resistance affix increased to 300.,2.5.0_69713,530,2.5.0_69713_530
2.5.0,69713,"December 11, 2025","Previous: Upon getting hit, you have a 5% chance to apply Ice Armor.",2.5.0_69713,531,2.5.0_69713_531
2.5.0,69713,"December 11, 2025",Now: Healing Potions apply Ice Armor and have a 25% chance to refund themselves.,2.5.0_69713,532,2.5.0_69713_532
2.5.0,69713,"December 11, 2025",Previous: Lucky Hit: Your Conjuration Skills have up to a 35% chance to unleash a Frost Nova when hitting enemies.,2.5.0_69713,533,2.5.0_69713_533
2.5.0,69713,"December 11, 2025",Now: Lucky Hit: Up to a 10% chance to unleash a Frost Nova after hitting an enemy.,2.5.0_69713,534,2.5.0_69713_534
2.5.0,69713,"December 11, 2025",Previous: Evade is replaced with a short range Teleport on a 17 second Cooldown. This version does not make you Unstoppable.,2.5.0_69713,535,2.5.0_69713_535
2.5.0,69713,"December 11, 2025",Now: Evade becomes a Teleport with a 5 second Cooldown that cannot be reduced.,2.5.0_69713,536,2.5.0_69713_536
2.5.0,69713,"December 11, 2025","Previous: Whenever you Cast a non-Basic Skill, you have a 30% chance to launch a Frozen Orb at a Nearby enemy.",2.5.0_69713,537,2.5.0_69713_537
2.5.0,69713,"December 11, 2025",Now: Casting a Skill has a 30% chance to launch a Frozen Orb at a Nearby enemy.,2.5.0_69713,538,2.5.0_69713_538
2.5.0,69713,"December 11, 2025",Dungeon and Overworld content have had their Elite densities adjusted to compensate for the new rarities of Champion and Rare.,2.5.0_69713,539,2.5.0_69713_539
2.5.0,69713,"December 11, 2025","For more details on Monster changes, please see the section above.",2.5.0_69713,540,2.5.0_69713_540
2.5.0,69713,"December 11, 2025",Normal Items will continue dropping for longer while leveling.,2.5.0_69713,541,2.5.0_69713_541
2.5.0,69713,"December 11, 2025",Magic Items will more frequently have a bonus affix.,2.5.0_69713,542,2.5.0_69713_542
2.5.0,69713,"December 11, 2025",Rare Items will be rarer before Level 30.,2.5.0_69713,543,2.5.0_69713_543
2.5.0,69713,"December 11, 2025",The legendary rate for a Level 40 character in season 11 will be equivalent to the legendary rate for a level 25 character in season 10.,2.5.0_69713,544,2.5.0_69713_544
2.5.0,69713,"December 11, 2025",The legendary rate is unchanged for a Level 60 character.,2.5.0_69713,545,2.5.0_69713_545
2.5.0,69713,"December 11, 2025",Legendary Items have an additional Affix for a total of 4.,2.5.0_69713,546,2.5.0_69713_546
2.5.0,69713,"December 11, 2025","Killing the last Champion in a pack, or any Elite, will always drop equipment and gold, in addition to their standard reward chances.",2.5.0_69713,547,2.5.0_69713_547
2.5.0,69713,"December 11, 2025","In addition to dropping Gem Fragments, Monsters have a chance of dropping a level-appropriate Gem.",2.5.0_69713,548,2.5.0_69713_548
2.5.0,69713,"December 11, 2025","Altars of Lilith no longer grant permanent character rewards, such as stat increases or Paragon points.",2.5.0_69713,549,2.5.0_69713_549
2.5.0,69713,"December 11, 2025","Instead, discovering a statue for the first time will award a small amount of gem fragments, obols, and gold.",2.5.0_69713,550,2.5.0_69713_550
2.5.0,69713,"December 11, 2025",Material costs no longer scale with Item Power. Gold cost has remained unchanged.,2.5.0_69713,551,2.5.0_69713_551
2.5.0,69713,"December 11, 2025",Eternal-only conversion recipes for legacy materials will no longer appear for seasonal character.,2.5.0_69713,552,2.5.0_69713_552
2.5.0,69713,"December 11, 2025",Enrich Scrap: Convert Rawhide and Iron Chunks into Veiled Crystals.,2.5.0_69713,553,2.5.0_69713_553
2.5.0,69713,"December 11, 2025",Refine Materials: Convert Veiled Crystals into Forgotten Souls or Legendary Salvage.,2.5.0_69713,554,2.5.0_69713_554
2.5.0,69713,"December 11, 2025",Material cost for Imprinting has been adjusted.,2.5.0_69713,555,2.5.0_69713_555
2.5.0,69713,"December 11, 2025","Rare: 5-10 Common Salvage (Iron Chunk, Silver Ore/Superior Leather, Rawhide), 3-7 Veiled Crystals, 0-3 Legendary Salvage (Abstruse Sigil/Baleful Fragment/Coiling Ward), and 5,000-200,000 gold.",2.5.0_69713,556,2.5.0_69713_556
2.5.0,69713,"December 11, 2025","Ancestral Legendary: 25 Common Salvage, 15 Veiled Crystals, 8 Legendary Salvage, 5 Forgotten Souls, and 325,000 gold.",2.5.0_69713,557,2.5.0_69713_557
2.5.0,69713,"December 11, 2025","Rare: 5 Veiled Crystals and 5,000-200,000 gold.",2.5.0_69713,558,2.5.0_69713_558
2.5.0,69713,"December 11, 2025","Ancestral Legendary: 5 Forgotten Souls and 1,000,000 gold.",2.5.0_69713,559,2.5.0_69713_559
2.5.0,69713,"December 11, 2025",Material cost for Enchanting has been adjusted.,2.5.0_69713,560,2.5.0_69713_560
2.5.0,69713,"December 11, 2025","Rare: 5-10 Common Salvage, 2-5 Veiled Crystals, and scaling (with re-rolls) gold.",2.5.0_69713,561,2.5.0_69713_561
2.5.0,69713,"December 11, 2025","Ancestral Legendary: 30 Common Salvage, 20 Veiled Crystals, 2 Legendary Salvage, 5 Forgotten Souls, and scaling(with re-rolls) gold.",2.5.0_69713,562,2.5.0_69713_562
2.5.0,69713,"December 11, 2025",Rare: 10 Veiled Crystals and scaling (with re-rolls) gold.,2.5.0_69713,563,2.5.0_69713_563
2.5.0,69713,"December 11, 2025",Ancestral Legendary: 10 Forgotten Souls and scaling (with re-rolls) gold.,2.5.0_69713,564,2.5.0_69713_564
2.5.0,69713,"December 11, 2025",Yields for Item Salvage have been adjusted.,2.5.0_69713,565,2.5.0_69713_565
2.5.0,69713,"December 11, 2025","Salvaging a Rare item provides 1 Common Salvage (Iron Chunk, Silver Ore/Superior Leather, Rawhide) and 2 Veiled Crystals.",2.5.0_69713,566,2.5.0_69713_566
2.5.0,69713,"December 11, 2025","Salvaging an Ancestral Legendary Item provides 10 Common Salvage, 10 Veiled Crystals, and 10 Legendary Salvage (Abstruse Sigil/Baleful Fragment/Coiling Ward).",2.5.0_69713,567,2.5.0_69713_567
2.5.0,69713,"December 11, 2025","Salvaging a Mythic Unique provides 100 Common Salvage, 100 Veiled Crystals, 100 Legendary Salvage, and a Resplendent Spark.",2.5.0_69713,568,2.5.0_69713_568
2.5.0,69713,"December 11, 2025",Salvaging a Rare item provides 5 Common Salvage and 2 Veiled Crystals.,2.5.0_69713,569,2.5.0_69713_569
2.5.0,69713,"December 11, 2025",Salvaging an Ancestral Legendary Item provides 5 Legendary Salvage and 1 Forgotten Soul.,2.5.0_69713,570,2.5.0_69713_570
2.5.0,69713,"December 11, 2025","Salvaging a Mythic Unique provides 1,000 legendary Salvage, 100 Forgotten Souls, and a Resplendent Spark.",2.5.0_69713,571,2.5.0_69713_571
2.5.0,69713,"December 11, 2025","Tempering has been redesigned. Instead of randomly gaining an affix from the desired Temper Manual, any learned temper affix can be selected specifically and rolled onto the item.",2.5.0_69713,572,2.5.0_69713_572
2.5.0,69713,"December 11, 2025",The number of Temper rolls available on an item has changed.,2.5.0_69713,573,2.5.0_69713_573
2.5.0,69713,"December 11, 2025",Previous: 5 Tempers,2.5.0_69713,574,2.5.0_69713_574
2.5.0,69713,"December 11, 2025",Now: 1 Temper,2.5.0_69713,575,2.5.0_69713_575
2.5.0,69713,"December 11, 2025","Previous: 5 Tempers, plus one per Greater Affix.",2.5.0_69713,576,2.5.0_69713_576
2.5.0,69713,"December 11, 2025","Now: 3 Tempers, plus one per Greater Affix.",2.5.0_69713,577,2.5.0_69713_577
2.5.0,69713,"December 11, 2025","Scrolls of Restoration no longer restore all temper charges to an item. Instead, they restore 1 temper charge.",2.5.0_69713,578,2.5.0_69713_578
2.5.0,69713,"December 11, 2025",There is no limit to the number of times a Scroll of Restoration can be used on an item.,2.5.0_69713,579,2.5.0_69713_579
2.5.0,69713,"December 11, 2025",Rare: 10-25 Common Salvage and 2-5 Veiled Crystals.,2.5.0_69713,580,2.5.0_69713_580
2.5.0,69713,"December 11, 2025","Legendary: 10-25 Common Salvage, 2-10 Veiled Crystals, and 0-1 Legendary Salvage.",2.5.0_69713,581,2.5.0_69713_581
2.5.0,69713,"December 11, 2025","Ancestral Legendary: 40 Common Salvage, 15 Veiled Crystals, 2 Legendary Salvage, and 1 Forgotten Soul.",2.5.0_69713,582,2.5.0_69713_582
2.5.0,69713,"December 11, 2025",Rare: 25 Common Salvage and 5 Veiled Crystals.,2.5.0_69713,583,2.5.0_69713_583
2.5.0,69713,"December 11, 2025",Legendary: 15 Veiled Crystals and 5 Legendary Salvage.,2.5.0_69713,584,2.5.0_69713_584
2.5.0,69713,"December 11, 2025",Ancestral Legendary: 25 Legendary Salvage and 25 Forgotten Souls.,2.5.0_69713,585,2.5.0_69713_585
2.5.0,69713,"December 11, 2025","Masterworking has been redesigned. Items have a new stat, Refinement, which is displayed on the item tooltip.",2.5.0_69713,586,2.5.0_69713_586
2.5.0,69713,"December 11, 2025","Each time the player Masterworks an item, the refinement value of the item is increased by a random tunable amount (1-3%), up to a Max Refinement Threshold (20%).",2.5.0_69713,587,2.5.0_69713_587
2.5.0,69713,"December 11, 2025","Once at the cap, the item is considered Masterworked.",2.5.0_69713,588,2.5.0_69713_588
2.5.0,69713,"December 11, 2025",The base properties of an item are scaled by Refinement at a 1:1 bonus.,2.5.0_69713,589,2.5.0_69713_589
2.5.0,69713,"December 11, 2025",A Chest item with 100 armor,2.5.0_69713,590,2.5.0_69713_590
2.5.0,69713,"December 11, 2025",Refinement 0% = 100 Armor,2.5.0_69713,591,2.5.0_69713_591
2.5.0,69713,"December 11, 2025",Refinement 5% = 105 Armor,2.5.0_69713,592,2.5.0_69713_592
2.5.0,69713,"December 11, 2025",Refinement 20% = 120 Armor,2.5.0_69713,593,2.5.0_69713_593
2.5.0,69713,"December 11, 2025",A Masterworked item can be refined one more time to upgrade an affix to a Greater Affix.,2.5.0_69713,594,2.5.0_69713_594
2.5.0,69713,"December 11, 2025","Players may re-roll the Masterworked Greater Affix by spending Neathiron, a returning resource to once again discover in Sanctuary.",2.5.0_69713,595,2.5.0_69713_595
2.5.0,69713,"December 11, 2025","The quantity of Obducite you earn has been adjusted. Players will earn 85% less Obducite, and recipes requiring Obducite have been similarly reduced.",2.5.0_69713,596,2.5.0_69713_596
2.5.0,69713,"December 11, 2025",Items no longer need to have been tempered to be Masterworked.,2.5.0_69713,597,2.5.0_69713_597
2.5.0,69713,"December 11, 2025",The sell value of items has been reduced by 60%.,2.5.0_69713,598,2.5.0_69713_598
2.5.0,69713,"December 11, 2025",The gold cost of items has been reduced by 90%.,2.5.0_69713,599,2.5.0_69713_599
2.5.0,69713,"December 11, 2025","Healing potions now heal 35% max Life instantly, and no longer grant Healing over Time.",2.5.0_69713,600,2.5.0_69713_600
2.5.0,69713,"December 11, 2025",Potions no longer need to be upgraded.,2.5.0_69713,601,2.5.0_69713_601
2.5.0,69713,"December 11, 2025",Potion charges will refill once every 30 12 seconds.,2.5.0_69713,602,2.5.0_69713_602
2.5.0,69713,"December 11, 2025",Potion Count affix can now be found on leg armor.,2.5.0_69713,603,2.5.0_69713_603
2.5.0,69713,"December 11, 2025","""Lesser"" Life Regen available on Chest, Helm, Legs, Boots, and Shield.",2.5.0_69713,604,2.5.0_69713_604
2.5.0,69713,"December 11, 2025","""Greater"" Life Regen available on Amulet, Rings, and Gloves.",2.5.0_69713,605,2.5.0_69713_605
2.5.0,69713,"December 11, 2025",Increased healing effectiveness of both.,2.5.0_69713,606,2.5.0_69713_606
2.5.0,69713,"December 11, 2025","""Lesser"" available on Chest, Helm, Legs, Boots, and Shields.",2.5.0_69713,607,2.5.0_69713_607
2.5.0,69713,"December 11, 2025","""Greater"" available on Amulet, Rings, Gloves, and Weapons.",2.5.0_69713,608,2.5.0_69713_608
2.5.0,69713,"December 11, 2025",Increased healing effectiveness of both.,2.5.0_69713,609,2.5.0_69713_609
2.5.0,69713,"December 11, 2025","Re-added to the base affix pool, available on Glove, Weapons, Shields, Amulets, and Rings.",2.5.0_69713,610,2.5.0_69713_610
2.5.0,69713,"December 11, 2025","Available on Chest, Helm, Legs, Boots, Amulet, Rings, and Shields.",2.5.0_69713,611,2.5.0_69713_611
2.5.0,69713,"December 11, 2025",Increased healing % amount.,2.5.0_69713,612,2.5.0_69713_612
2.5.0,69713,"December 11, 2025","The chance to get another Nightmare Dungeon Sigil when completing a Nightmare Dungeon has been reduced. When a Sigil does not drop, Sigil Powder will drop.",2.5.0_69713,613,2.5.0_69713_613
2.5.0,69713,"December 11, 2025",Improved loot quality and loot quality scaling as the player climbs Torments and reaches higher tiers within Horadric Strongrooms.,2.5.0_69713,614,2.5.0_69713_614
2.5.0,69713,"December 11, 2025","Added a moderate amount of gold, scaling with higher tiers within the Strongroom.",2.5.0_69713,615,2.5.0_69713_615
2.5.0,69713,"December 11, 2025",Increased the chance for a Nightmare Escalation Sigil to drop from a Horadric Strongroom.,2.5.0_69713,616,2.5.0_69713_616
2.5.0,69713,"December 11, 2025",Reduced the base likelihood of a Strongroom appearing within a Nightmare Dungeon. The likelihood of the Horadric Strongroom affix appearing on a Nightmare Sigil is unchanged.,2.5.0_69713,617,2.5.0_69713_617
2.5.0,69713,"December 11, 2025",Duration has been doubled.,2.5.0_69713,618,2.5.0_69713_618
2.5.0,69713,"December 11, 2025",Damage has been doubled.,2.5.0_69713,619,2.5.0_69713_619
2.5.0,69713,"December 11, 2025",Walls now block player projectiles.,2.5.0_69713,620,2.5.0_69713_620
2.5.0,69713,"December 11, 2025",Walls no longer disappear when the associated elite dies.,2.5.0_69713,621,2.5.0_69713_621
2.5.0,69713,"December 11, 2025",Radius Increased.,2.5.0_69713,622,2.5.0_69713_622
2.5.0,69713,"December 11, 2025",Poison duration significantly increased.,2.5.0_69713,623,2.5.0_69713_623
2.5.0,69713,"December 11, 2025",Damage now ramps up the longer you stand in the puddle.,2.5.0_69713,624,2.5.0_69713_624
2.5.0,69713,"December 11, 2025",Amount of Totems spawned has been doubled.,2.5.0_69713,625,2.5.0_69713_625
2.5.0,69713,"December 11, 2025",Damage significantly increased.,2.5.0_69713,626,2.5.0_69713_626
2.5.0,69713,"December 11, 2025",Damage Increased.,2.5.0_69713,627,2.5.0_69713_627
2.5.0,69713,"December 11, 2025",Suppressor field is now immediately active when the monster spawns.,2.5.0_69713,628,2.5.0_69713_628
2.5.0,69713,"December 11, 2025",The suppressor field now lasts until the monster is killed.,2.5.0_69713,629,2.5.0_69713_629
2.5.0,69713,"December 11, 2025",Damage Increased.,2.5.0_69713,630,2.5.0_69713_630
2.5.0,69713,"December 11, 2025",Instances of single element resistance affixes can now roll higher values than instances of All Resistance affixes.,2.5.0_69713,631,2.5.0_69713_631
2.5.0,69713,"December 11, 2025",A Jeweler and an Occultist have been added to the training grounds.,2.5.0_69713,632,2.5.0_69713_632
2.5.0,69713,"December 11, 2025",There is no longer a cost to enter The Pit.,2.5.0_69713,633,2.5.0_69713_633
2.5.0,69713,"December 11, 2025",The Pit can now be entered before Level 60. The base pit tier unlocked is now Tier 10.,2.5.0_69713,634,2.5.0_69713_634
2.5.0,69713,"December 11, 2025",Maximum Capacity of Murmuring Obols has been increased by 500.,2.5.0_69713,635,2.5.0_69713_635
2.5.0,69713,"December 11, 2025",Increased from 30 armor to 250 armor.,2.5.0_69713,636,2.5.0_69713_636
2.5.0,69713,"December 11, 2025",Increased from 50 armor to 500 armor.,2.5.0_69713,637,2.5.0_69713_637
2.5.0,69713,"December 11, 2025",Decreased from +10% max life to +5% max life.,2.5.0_69713,638,2.5.0_69713_638
2.5.0,69713,"December 11, 2025",Decreased from +20% max life to +10% max life.,2.5.0_69713,639,2.5.0_69713_639
2.5.0,69713,"December 11, 2025",Updated from 300 flat armor to +10% armor.,2.5.0_69713,640,2.5.0_69713_640
2.5.0,69713,"December 11, 2025",Rare tempering manuals now start dropping at level 30 instead of at level 45.,2.5.0_69713,641,2.5.0_69713_641
2.5.0,69713,"December 11, 2025",Characters that skip either campaign now unlock all non-stronghold waypoints for their respective region.,2.5.0_69713,642,2.5.0_69713_642
2.5.0,69713,"December 11, 2025",All skill slots are now unlocked from level 1.,2.5.0_69713,643,2.5.0_69713_643
2.5.0,69713,"December 11, 2025","Progression down the Skill tree is now faster, Core Skills get unlocked after spending one skill point and then the next skill group is unlocked after spending two skill points.",2.5.0_69713,644,2.5.0_69713_644
2.5.0,69713,"December 11, 2025",Aether rewards for Chaos Rifts and Chaos Waves in Infernal Hordes have been increased.,2.5.0_69713,645,2.5.0_69713_645
2.5.0,69713,"December 11, 2025",Monsters now scale attack speed as difficulty goes up in addition to movement speed.,2.5.0_69713,646,2.5.0_69713_646
2.5.0,69713,"December 11, 2025",Tempering affixes now have greater variance now that you aren't limited to how many times you can re-temper.,2.5.0_69713,647,2.5.0_69713_647
2.5.0,69713,"December 11, 2025",Resistance and Armor values from affixes have been broadly adjusted to account for the introduction of Toughness.,2.5.0_69713,648,2.5.0_69713_648
2.5.0,69713,"December 11, 2025","For more details on Season Rank, please read the section detailing it in the Season of Divine Intervention overview blog here .",2.5.0_69713,649,2.5.0_69713_649
2.5.0,69713,"December 11, 2025",Fixed an issue where the Screen Reader did not read the interact buttons during conversations with NPCs when playing on controller.,2.5.0_69713,650,2.5.0_69713_650
2.5.0,69713,"December 11, 2025",Fixed an issue where the Screen Reader did not read controller buttons for Upgrading and Reallocating Blessings.,2.5.0_69713,651,2.5.0_69713_651
