patch,build,date,section,change_type,previous,now,full_text,patch_major,patch_minor,patch_hotfix
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Damage Reduction while Healthy affix replaced with Armor % affix.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Tibault's Will,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Maximum Life affix replaced with Critical Strike Chance affix.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Damage Reduction while Unstoppable affix replaced with Attack Speed affix.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Resource gain when becoming Unstoppable increased from 50 to 100.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Flickerstep,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Inherent Evade grants Movement Speed affix removed.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Damage Reduction from Close affix replaced with Life affix.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Lightning Resistance affix replaced with All Resistance affix.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Banished Lord's Talisman,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Maximum Life % affix replaced with Life affix.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of Elements,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Renamed to ""Of Elemental Fate"".",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Previous: Gain 15-35% increased damage to a set of damage types for 7 seconds. This effect alternates between 2 sets:,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Fire, Lightning, and Physical.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Cold, Poison, and Shadow.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Now: Gain 15-35% increased damage to a set of damage types for 7 seconds alternating randomly between 2 sets:,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Fate can favor you granting the same bonus more than once, stacking up to 6 times. At Maximum, it's your lucky day!",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Needleflair Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Reduced its frequency in extreme situations.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Chance for Thorns to activate explosions increased from 25-45% to 40-60%.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Assimilation Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Fortify reduced from 5-10% to 2-3% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of Inevitable Fate,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Now has 21 ranks, up from 16.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Wildbolt Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Sticker-thought Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of Sly Steps,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of the Dark Dance,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of Creeping Death,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of the Prudent Heat,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Barbarian,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Expertise,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,The rank 10 Weapon Expertise bonus now also applies when equipped to the Weapon Technique Slot.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Damage increased from 60% to 100%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,comparison,"Kick is now also a Core Skill. If Kick damages an enemy, it consumes all of your Fury and deals an additional 25% damage per 10 Fury spent. Kick no longer Knocks Back enemies.","Kick is now also a Core Skill. If Kick damages an enemy, it consumes up to 500 Fury and deals an additional 25%[x] damage per 20 Fury spent. Kick no longer Knocks Back enemies.","Changed from Kick is now also a Core Skill. If Kick damages an enemy, it consumes all of your Fury and deals an additional 25% damage per 10 Fury spent. Kick no longer Knocks Back enemies. to Kick is now also a Core Skill. If Kick damages an enemy, it consumes up to 500 Fury and deals an additional 25%[x] damage per 20 Fury spent. Kick no longer Knocks Back enemies.",2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Mighty Kick,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Increased collide damage from 54% to 100%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Now scales with Attack Speed.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Upheaval,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Can now be cancelled slightly earlier with another skill.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Iron Skin,2,5,0
2.5.0,69713,"December 11, 2025",Skills,comparison,"Steel yourself, gaining a Barrier that absorbs 50% of your missing Life for 5 seconds.","Steel yourself, increasing only your Maximum Life by 30% and gaining a Barrier that absorbs 80% of your missing Life for 5 seconds.","Changed from Steel yourself, gaining a Barrier that absorbs 50% of your missing Life for 5 seconds. to Steel yourself, increasing only your Maximum Life by 30% and gaining a Barrier that absorbs 80% of your missing Life for 5 seconds.",2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Enhanced Ground Stomp,2,5,0
2.5.0,69713,"December 11, 2025",Skills,comparison,Ground Stomp generates 60 Fury and has a 2 second increased Stun duration.,Ground Stomp generates 60 Fury and Pulls in enemies.,Changed from Ground Stomp generates 60 Fury and has a 2 second increased Stun duration. to Ground Stomp generates 60 Fury and Pulls in enemies.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Call of the Ancients,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Duration increased from 6 to 10 seconds.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Iron Maelstrom,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Two-Handed Bludgeoning damage increased from 75% to 150%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Two-Handed Slashing initial damage increased from 20% to 40%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Two-Handed Slashing bleeding damage increased from 120% to 240%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Dual Wield damage increased from 43% to 86%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Enhanced Bash,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fortify reduced from 20% to 10% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Strategic Iron Skin,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fortify reduced from 30% to 10% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Enhanced War Cry,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fortify reduced from 15% to 8% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Strategic Rallying Cry,2,5,0
2.5.0,69713,"December 11, 2025",Skills,comparison,"Rallying Cry grants you 10% Maximum Life as Fortify. While Rallying Cry is active, you gain an additional 2% Maximum Life as Fortify each time you take or deal direct damage.","While Rallying Cry is active, gain 1% Maximum Life as Fortify every second.","Changed from Rallying Cry grants you 10% Maximum Life as Fortify. While Rallying Cry is active, you gain an additional 2% Maximum Life as Fortify each time you take or deal direct damage. to While Rallying Cry is active, gain 1% Maximum Life as Fortify every second.",2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Counteroffensive,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,"While you have Fortify for over 50% of your Maximum Life, you deal 4% increased damage.","While Fortified, deal 4% increased damage.","Changed from While you have Fortify for over 50% of your Maximum Life, you deal 4% increased damage. to While Fortified, deal 4% increased damage.",2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Defensive Stance,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,"While Fortified, you gain an additional 2% Damage Reduction and you Heal for .5% Maximum Life every second.","While Fortified, gain 3% Damage Reduction.","Changed from While Fortified, you gain an additional 2% Damage Reduction and you Heal for .5% Maximum Life every second. to While Fortified, gain 3% Damage Reduction.",2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Irrepressible,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Fortify reduced from 10% to 3% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Thick Skin,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Fortify reduced from .6% to .1% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of the Veteran Brawler,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,"Each time a Core Skill deals direct damage to an enemy, your next Charge, Leap, or Kick deals 4-10%[x] increased damage, up to 20-50%[x].","Each time a Brawling Skill deals direct damage to an enemy, your Charge, Leap, or Kick deals 4-10%[x] increased damage for 5 seconds, up to 20-50%[x].","Changed from Each time a Core Skill deals direct damage to an enemy, your next Charge, Leap, or Kick deals 4-10%[x] increased damage, up to 20-50%[x]. to Each time a Brawling Skill deals direct damage to an enemy, your Charge, Leap, or Kick deals 4-10%[x] increased damage for 5 seconds, up to 20-50%[x].",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of the Dire Whirlwind,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,"Whirlwind's Critical Strike Chance and Critical Strike Damage are increased by 6-10%[x] for each second it is channeled, up to 28-50%[x].","Whirlwind's Critical Strike Chance and Critical Strike Damage are increased by 6-10%[x] for each second it is channeled, up to 28-50%[x]. This bonus persists for 5 seconds after Whirlwind ends.","Changed from Whirlwind's Critical Strike Chance and Critical Strike Damage are increased by 6-10%[x] for each second it is channeled, up to 28-50%[x]. to Whirlwind's Critical Strike Chance and Critical Strike Damage are increased by 6-10%[x] for each second it is channeled, up to 28-50%[x]. This bonus persists for 5 seconds after Whirlwind ends.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of Numbing Wrath,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,Each point of Fury generated while at Maximum Fury grants 4-28 Fortify.,Every 100 Fury generated while at Maximum Fury grants 2-3% Max Life Fortify.,Changed from Each point of Fury generated while at Maximum Fury grants 4-28 Fortify. to Every 100 Fury generated while at Maximum Fury grants 2-3% Max Life Fortify.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Steadfast Berserker's Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,Gain 147-671 Fortify whenever you deal direct damage while Berserking.,Gain .1-.3% Max Life Fortify whenever you deal direct damage while Berserking.,Changed from Gain 147-671 Fortify whenever you deal direct damage while Berserking. to Gain .1-.3% Max Life Fortify whenever you deal direct damage while Berserking.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of Tempering Blows,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,"After swapping weapons 5 times, gain 98-622 Fortify.","After swapping weapons 5 times, gain 2-3% Max Life Fortify.","Changed from After swapping weapons 5 times, gain 98-622 Fortify. to After swapping weapons 5 times, gain 2-3% Max Life Fortify.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of Anger Management,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Executioner's Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of the Fortress,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Bane of Ahjad-Den,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,"Every 12 seconds, your next Mighty Throw detonates its pulses instantly as Fire Damage and deals 400-600%[x] increased damage.","Every 6 seconds, your next Mighty Throw detonates its pulses instantly as Fire Damage and deals 200-300%[x] increased damage.","Changed from Every 12 seconds, your next Mighty Throw detonates its pulses instantly as Fire Damage and deals 400-600%[x] increased damage. to Every 6 seconds, your next Mighty Throw detonates its pulses instantly as Fire Damage and deals 200-300%[x] increased damage.",2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Dominate Glyph,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Reduced Overpower timer from 12 to 6 seconds.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Might Glyph,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Legendary Bonus now includes damage to Injured enemies.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,comparison,Swapping Weapons restores 8% of your maximum Fury.,Swapping Weapons restores 12 Fury.,Changed from Swapping Weapons restores 8% of your maximum Fury. to Swapping Weapons restores 12 Fury.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Warbringer Legendary Node,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,comparison,"For every 75 Fury you spend, gain 15% of your Maximum Life as Fortify.","For every 300 Fury you spend, gain 10% of your Maximum Life as Fortify.","Changed from For every 75 Fury you spend, gain 15% of your Maximum Life as Fortify. to For every 300 Fury you spend, gain 10% of your Maximum Life as Fortify.",2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Druid,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Spirit Boons,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Bolster,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Fortify reduced from 50% to 5% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,"Stacking duration is no longer a part of the ability, and Cooldown doesn't start until the ability ends.",2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Stacking Damage per second removed and Damage Bonus increased to 60%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Skill Ranks of Grizzly Rage now grant bonus damage instead of reducing Cooldown.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Natural Boulder,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Critical Strike Chance while Fortified increased from 20% to 25%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Enhanced Maul,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fortify reduced from 8% to 2% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Enhanced Debilitating Roar,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fortify reduced from 20% to 15% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Preserving Earthen Bulwark,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fortify reduced from 18% to 10% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fierce Earth Spike,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fortify reduced from 12% to 3% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Supreme Grizzly Rage,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fortify per second reduced from 8% to 2% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Natural Trample,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Ferocious Wolf Pack,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fortify reduced from 8% to 3% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Bad Omen,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Now also calls Lightning Strikes when applying Immobilize and Stun.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Ranks in this passive now increase the damage of the Lightning Bolts instead of the chance to strike enemies.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Energize,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Now restores 100 Spirit instead of fully restoring Spirit when the effect is activated.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Now restores 100 spirit instead of fully restoring Spirit.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Stone Guard,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,"While you have Fortify for over 50% of your Maximum Life, your Earth Skills deal 4% increased damage.","While Fortified, your Earth Skills deal 4% increased damage.","Changed from While you have Fortify for over 50% of your Maximum Life, your Earth Skills deal 4% increased damage. to While Fortified, your Earth Skills deal 4% increased damage.",2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Unrestrained,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,Reduce the duration of Control Impairing Effects by 5%. Double this effect while you have Fortify for over 50% of your Maximum Life.,Reduce the duration of Control Impairing Effects by 5%. Double this effect while Fortified.,Changed from Reduce the duration of Control Impairing Effects by 5%. Double this effect while you have Fortify for over 50% of your Maximum Life. to Reduce the duration of Control Impairing Effects by 5%. Double this effect while Fortified.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Defensive Posture,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,Increases the amount of Fortify you gain from all sources by 5% and you gain 3% Damage Reduction while Fortified.,Increases the amount of Fortify you gain from all sources by 5%.,Changed from Increases the amount of Fortify you gain from all sources by 5% and you gain 3% Damage Reduction while Fortified. to Increases the amount of Fortify you gain from all sources by 5%.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Safeguard,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Fortify reduced from 3% to .1% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Natural Fortitude,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Fortify reduced from 2% to .2% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Skinwalker's Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,"When you use a Shapeshifting Skill that changes your form, Heal for 5-20% of your Maximum Life. If you are at full Life, gain the same amount as Fortify.","When you use a Shapeshifting Skill that changes your form, Fortify for 2-3% of your Maximum Life.","Changed from When you use a Shapeshifting Skill that changes your form, Heal for 5-20% of your Maximum Life. If you are at full Life, gain the same amount as Fortify. to When you use a Shapeshifting Skill that changes your form, Fortify for 2-3% of your Maximum Life.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of Calm Breeze,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Now restores 100 Spirit in your resource meter instead of fully restoring Spirit when the effect is activated.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Now restores 100 spirit instead of fully restoring Spirit.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Rejuvenating Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Spirt Bond Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Vasily's Prayer,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Fortify reduced from 2-5% to .2-.5% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Mjölnic Ring,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Now restores 500 spirit instead of fully restoring Spirit.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Necromancer,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Book of the Dead,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Golem,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Respawn timer reduced from 20 seconds to 10 seconds.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"If the Golem's active ability targets an enemy, your Skeletal Warriors and Mages will focus their attacks on that target.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Unstoppable duration when using Golem's active increased from 1.5 to 3 seconds.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Skeleton Mage, Bone",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Fortify on attack reduced from 3% to .1% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Corpse Explosion,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Damage increased from 85% to 110%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Blighted Corpse Explosion,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Damage increased from 110% to 145%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Now will only consume up to 500 Essence.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Kalan's Edict,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,"Your Minions gain 3%[+] Attack Speed and 3%[x] increased damage for each active Minion. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds.","Your Minions gain 40%[+] Attack Speed and 40%[x] increased damage. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds.","Changed from Your Minions gain 3%[+] Attack Speed and 3%[x] increased damage for each active Minion. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds. to Your Minions gain 40%[+] Attack Speed and 40%[x] increased damage. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds.",2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Necrotic Carapace,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Fortify reduced from 5% to .2% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Drain Vitality,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Fortify reduced from 2.5% to .5% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Supernatural Blood Surge,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,"Each time an enemy is hit by Blood Surge's nova, you are Fortified for 1% of your Maximum Life. While you have Fortify for over 50% of your Maximum Life, Blood Surge deals 50% increased damage.","While Fortified, Blood Surge deals 65% increased damage.","Changed from Each time an enemy is hit by Blood Surge's nova, you are Fortified for 1% of your Maximum Life. While you have Fortify for over 50% of your Maximum Life, Blood Surge deals 50% increased damage. to While Fortified, Blood Surge deals 65% increased damage.",2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Initiate's Hemorrhage,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,"Hemorrhage grants 1.6% of your Maximum Life as Fortify each time it hits an enemy, and has a 1.5% chance per enemy hit to Fortify you for 100% of your Maximum Life.","Hemorrhage grants 1% of your Maximum Life as Fortify, and has a 3% chance to Fortify you for 100% of your Maximum Life.","Changed from Hemorrhage grants 1.6% of your Maximum Life as Fortify each time it hits an enemy, and has a 1.5% chance per enemy hit to Fortify you for 100% of your Maximum Life. to Hemorrhage grants 1% of your Maximum Life as Fortify, and has a 3% chance to Fortify you for 100% of your Maximum Life.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of Hungry Blood,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,"Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy that is already lanced, dealing 60-100% of normal damage.","Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy, dealing 60-100% of normal damage.","Changed from Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy that is already lanced, dealing 60-100% of normal damage. to Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy, dealing 60-100% of normal damage.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of the Cursed Aura,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Shademist Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Mutilator Plate,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Fortify reduced from 1-4% to 1% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Maximum Life % affix replaced with Maximum Life affix.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Damage Reduction from Enemies affected by Blood Skills replaced with Intelligence affix.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Kessime's Legacy,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Inherent Blood Wave Fortifies affix removed.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Damage Reduction while Fortified affix replaced with Intelligence affix.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Indira's Memory,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,Blood Wave is additionally a Bone Skill. It spawns a Bone Prison at its end point and increases your Blood Skill damage by 20-40% for 8 seconds when Cast. All Bone Spears are additionally Blood Skills. Your Bone Spears consume a Corpse to launch another Bone Spear and drain 10% of your Maximum Life.,Bone Spear deals 20-40% additional damage and is a Blood Skill. Casting Bone Spear will launch another Bone Spear if it can consume a nearby Corpse and 5% of your Maximum Life.,Changed from Blood Wave is additionally a Bone Skill. It spawns a Bone Prison at its end point and increases your Blood Skill damage by 20-40% for 8 seconds when Cast. All Bone Spears are additionally Blood Skills. Your Bone Spears consume a Corpse to launch another Bone Spear and drain 10% of your Maximum Life. to Bone Spear deals 20-40% additional damage and is a Blood Skill. Casting Bone Spear will launch another Bone Spear if it can consume a nearby Corpse and 5% of your Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,The Inherent affix where Bone Spear reduces Blood Wave's cooldown has been removed.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Damage Reduction while Injured affix replaced with Intelligence affix.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Maximum Life % affix replaced with Life.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Greaves of the Empty Tomb,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Damage Reduction from Corrupted Enemies affix replaced with Intelligence.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,The Unmaker,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Damage Reduction while you have a Barrier affix replaced with Cooldown Reduction.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Cruor's Embrace,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Maximum Life % affix replaced with Intelligence.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Minions Chance to Fortify reduced from 15.5-20% to 5-7%.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Gravekeeper Glyph,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Blood-drinker Glyph,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Fortify reduced from 10% to 3% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Exhumation Glyph,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Fortify reduced from 4% to 1% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Damage Reduction increased from 4% to 6%.,2,5,0
