patch,build,date,section,subsection,category,change_type,previous,now,full_text
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Support
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Contact Us
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Press
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,API
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,":host {
			display: inline-block;
			min-width: 24px;
			min-height: 24px;
		}

		:host([theme='light']) svg g#NavbarFooter-blizzard-lower polygon {
			fill: var(--nav-color-darken-900);
		}

		svg {
			pointer-events: none;
			max-width: 150px;
			width: 100%;
		}

		svg g#NavbarFooter-blizzard-lower * {
			fill: var(--footer-logo-bottom-color);
		}

		svg g#NavbarFooter-blizzard-upper * {
			fill: var(--footer-logo-color);
		}"
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,"©2026 Blizzard Entertainment, Inc."
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,All
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,trademarks
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,referenced herein are the properties of their respective owners.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Legal
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Terms
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Cookie Policy
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Cookie Settings
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,X
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Facebook
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Reddit
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Instagram
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,YouTube
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,"©2026 Blizzard Entertainment, Inc."
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,All
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,trademarks
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,referenced herein are the properties of their respective owners.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Legal
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Terms
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Cookie Policy
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Cookie Settings
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Blood and Gore
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Intense Violence
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Language
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,In-Game Purchases
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Users Interact
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
